y,114,115,117,121,129,131,132,145,146,147,156,157,158,159,160,161,169,171,173,175,183,184,185,186,187,188,192,193,194,197,199,200,201,202,203,209,217,224,225,227,237,238,245,250
BC,12.15452582,6.045920385,1.015026264,0.146217651,0.192820646,0.302801023,5.030723677,0.352239838,0.123667816,0.052844756,1.669878989,0.227918922,4.955206138,0.645511337,0.423896371,0.066276917,0.156515079,0.182936324,0.211227236,0.0579267,0.204060014,0.227479861,8.845668177,1.139053551,0.445330672,0.089802329,0.190780065,0.117595932,0.103596423,0.177100117,1.552229732,0.235213788,0.685252635,0.888525799,6.188197312,0.211395784,0.669894329,1.068881471,0.274778143,0.51124948,1.901233057,0.356487943,0.114904912,0.171856241
BC,9.799778732,2.800206749,0.51690376,0.198517119,0.314344846,0.317316071,3.248588351,0.167031466,0.09005801,0.077371543,1.074141859,0.157809478,6.204578344,0.705550479,0.227642524,0.092433837,0.243188851,0.190397759,0.141919264,0.084048109,0.240399598,0.24334282,5.902101901,0.907679671,0.333783622,0.091573277,0.512738745,0.173244644,0.161449622,0.172606665,0.666232268,0.33045194,0.492547082,0.672776025,1.749554226,0.163893103,0.64447771,1.184298122,0.352874957,0.491550768,1.530469104,0.288884275,0.228831556,0.186943709
BC,9.21568737,3.320562525,0.358574492,0.205131432,0.2937138,0.262066186,5.144720255,0.112029621,0.151894566,0.088514706,1.33873388,0.216316401,5.913482773,0.660640606,0.295507909,0.141666957,0.331971587,0.191629815,0.09404021,0.086521444,0.273529801,0.260503988,4.741543518,0.81487285,0.644978001,0.120692012,0.579507735,0.221177882,0.158986553,0.219366277,0.848964121,0.471494601,0.303834233,0.205220154,1.968857874,0.31162552,0.519990866,1.867820911,0.428297268,0.452104832,1.61620279,0.343325882,0.345536551,0.214677781
BC,28.69675382,13.70707717,11.4701181,0.789772988,1.238367977,1.048829948,33.09312383,0.849208009,1.568767307,0.291615831,3.336410837,1.331517957,84.51931234,8.909004244,1.688617934,0.365310015,0.557806972,0.755482759,1.103812341,0.616184642,1.13374454,0.826599699,29.06239011,3.544423521,1.816594913,0.572570652,0.374527133,0.478840815,0.356516231,0.617097802,6.468576208,1.016906503,3.866796216,3.462014487,9.008226194,9.79649368,0.822713166,4.378678638,0.764773221,4.623140709,2.233830364,0.720513311,2.270915699,0.256216028
BC,31.73330816,7.353921218,5.10631789,0.437212189,0.653869264,1.136624737,16.3734448,0.403795202,0.59002316,0.171129882,3.316153289,0.761040316,28.35781222,3.121636898,4.372757519,0.450588759,0.659160046,0.500651002,0.550494211,0.324601787,0.857189242,0.801967279,30.9351736,3.925926991,1.288441511,0.361379453,0.336104783,0.276918104,0.356270341,0.485822008,4.545709089,0.747822543,2.40262035,3.281330743,6.569561411,0.962750847,0.950150081,5.204280166,0.941720412,4.309748018,1.870199807,0.672983143,0.396412404,0.203856829
BC,15.58901625,5.139550927,3.546555043,0.310980418,0.435625225,0.628955612,8.848399116,0.380164469,0.55801878,0.134830952,1.829170866,0.576052103,26.3347316,2.89468614,3.898036589,0.403029329,0.536696809,0.45585681,0.46620401,0.350103934,0.602947515,0.716855616,29.83540773,3.667044454,1.390307794,0.365296777,0.203098338,0.266251735,0.225515923,0.381745345,3.171133782,0.787445308,2.693802711,5.343170571,5.109585993,1.666983543,0.743378183,3.384417888,0.6641586,1.793150438,2.416789012,0.533798396,0.485031874,0.218780785
BC,39.19307316,6.845112707,16.02231747,0.870223579,1.567208526,1.445271842,15.4907683,1.234392103,1.691516921,0.348013994,2.950378986,2.019087029,127.9367404,13.49314399,3.741336001,0.370984415,0.794389209,1.33941819,2.193947494,1.08213529,1.296735597,0.909301055,19.79826417,2.822577802,7.114351485,1.381689738,0.818609001,0.442089318,1.047791708,1.200232106,14.30436431,2.408033696,17.27471193,6.530739727,2.021557484,4.045306007,1.626135473,3.465492892,2.084035501,1.311131126,4.920693458,1.304827529,2.964519906,1.01826208
BC,25.53720563,7.528885062,9.403373347,0.727344117,1.56178208,1.295677371,15.95282862,0.711011929,0.920434468,0.293811857,3.708519205,1.054893174,52.99381182,6.002101529,10.99186453,1.067631288,0.68369993,0.733664043,1.01681374,0.440986021,1.356485633,0.891036709,22.83291091,3.26087555,2.781310563,0.611265849,0.699841766,0.38664162,0.642038096,0.705778409,7.416727417,1.19314396,3.854072928,2.742344756,3.081633221,1.093487406,0.778146455,2.845487959,0.750529448,1.226993913,3.285593195,0.762796239,0.942601185,1.605155898
BC,13.09495054,4.508166275,7.627597961,0.587610326,0.970874958,1.037870203,4.470840503,0.5479785,0.786584676,0.22170162,1.329177015,0.970526308,57.94964777,6.204327536,5.506607582,0.550353173,0.506593955,0.521699534,0.940983184,0.482778548,0.650539112,0.462321028,13.71710078,1.858466425,1.714666991,0.389988739,0.510372059,0.257880804,0.329292907,0.527478697,5.732984012,0.921404258,3.544134077,1.713219216,1.433385801,2.315751458,0.543184676,1.975428763,0.456579942,0.468179043,1.554555196,0.475061794,0.976821442,1.294243441
